,textID,text,selected_text,sentiment
17452,8bd851f311,#justcause Summer Hours say our day ends at 1pm...doesn`t mean I really get to leave at 1.,doesn`t mean I really get to leave at 1.,negative
17467,8731f9f41f, officially MOSS doesnt work on Vista  but unofficially its fine,officially MOSS doesnt work on Vista  but unofficially its fi,neutral
17469,28070a6716,"wellllll, I did most of my homework. and i kind of finished with editing. And I`m not as tired this morning as I thought I`d be",And I`m not as tired th,positive
17498,c244549c82,  haha i like modern studies..... its my favourite subject  haha i guessing you dont feel the same? ****,haha i like modern studies..... its my favourite subject  haha i guessing you dont feel the same,positive
17501,23ec13a42c, lol. i get about the same reaction when i mention my new goal - kona triathlon now that boston marathon is done.,w that boston marathon is done.,positive
17502,3825d488e0,  Yes. I am secure in my masculinity.,m secure,positive
17513,391708c17e, Aww Thanks!    Glad I appreciated the weather so much yesterday!,Aww Thanks!    Glad I appreciat,positive
17530,5d470d3192, my days been aight! been cleaning mostly! went to mcds to check for hader toy..no luck  so i ate chickfila,.no luck,negative
17531,c934b415f3,Math class ugh.  Rather be a class act.  **** quiz   gotta act fast,Math class ugh.  Rather be a class act.  **** quiz   gotta act fa,negative
17547,a231d7864b,Had a good day selling at Feria Urbana. The ladies love them some laser-cut felt.,good day se,positive
17550,5b841b5af1,"   woooooo im seeing you in glasgow when you come, september is agessss away but",woooooo im seeing yo,positive
17555,d2c9c1c8ab,In the middle of breakfast the school called.Yep...back to get Shey...AGAIN.3rd migraine this week or maybe one that never went away,migraine th,negative
17573,e0cb42dd9c,Nothing like getting to work and finding out you have to cover extra shifts this week... looks like another 40 hr work week.,finding out you have to cover extra shifts this week..,negative
17577,521dc18140," oh look! traditional Chinese, it`s so charming   I love the ? miss those shutters on the doors...","oh look! traditional Chinese, it`s so charming   I love the ? miss those shutters on the doors.",neutral
17578,4e1413bc99, you got it. poor thing not gonna have a choice for much longer though,t. poor thing not gonna have a choice for much longer though,positive
17586,1c780a6f6e, think so but my boss is in Switzerland all week. going when she returns  ira gonna be awesome,e awesome,positive
17600,4270c54167, May be back later...hope you have a good day  Byeeee ****,.hope,positive
17602,5ef20e6425,"Just been out to try to catch a swarm, gone into a roof gable end   Set up a bait hive an hoping for the best at the moment",n hoping for the best,positive
17611,baff931d7f,It just hit me that I am leaving conti...     boooooooo..,It just hit me that I am leaving conti...     boooooooo.,neutral
17627,e040d9f166,   What did I do to you!  sheesh,u!  shee,negative
17636,7765613f7c,Excited! Double Bio today.   I don`t have a straightener and my hair looks horrendous at the moment. Wtf am I supposed to do?,Excited! Double Bio today.   I don`t have a straightener and my hair looks horrendous at the moment,neutral
17640,4dffd0c421,is also wishing these two lovely mothers  &  a very special Mother`s Day!!!  enjoy!,!  enjoy,positive
17645,c1ca3e6ef2,  that made me sad..,e me sad..,negative
17648,49b741fc13, I would think the pres would be afraid you`d Pun`k him,e afraid,negative
17649,95c3acafc9, Amen to that! My vitamins made me so ill  I felt better before i started taking them!,t better,positive
17652,2b089cc68e,Red Rock for lunch with Colin.  and  couldn`t come.  IPA Junior freshly made! Yum yum yum.,e! Yum yum yum,positive
17667,195c550682,what a great day for a massage! book your appointment today  617-262-2220,what a great day for a massage! bo,positive
17676,92cccacab5, Lol...  Its NOT the same!!!,Lol.,positive
17682,f1dadac45b,"  Welcome to Twitter  It`s really cool that you are here! Greetings from Vienna,Austria",ly coo,positive
17721,97f06f09e9," Not sure, but I CAN tell you what happens to a pre-chilled watermelon that you leave in your car  *in TX* for a week!   NOT GOOD",!   NOT GO,negative
17724,b4966942ca,I wanna leave after 2nd period *cryy*,cryy*,negative
17729,2f16546598, im hella pushin for it...how was tha graduation..sorry i couldnt smash thru...,.sorry,negative
17731,1d36d815e9, i knoww  she is da best!,a best,positive
17751,4c8bffec8c,Too broke for cigarettes.,Too broke fo,negative
17754,7375cfdd5b, read your status update & just wanted 2 b sure I was on your follow list  Hope u r having a wondefl wkend Michael~blessings,l~blessings,positive
17762,4ff46fcdc4, Consider yourself lucky.  It hasn`t rained here in ages.   It`s depressing.,t`s depressi,negative
17770,02d37daec5,  haha aww hun i bet you are more creative than me,e creative,positive
17772,f9db2c677c, And maybe you will get the statue and sainthood you are seeking.  Win-win for all. Can`t be a victim like your people.,. Can`t be a victim like your people.,negative
17781,9141545c22, she fell into deep crack in the glacier  so terrible,o terrible,negative
17802,31bb070f00, pffftt! You know how I like to stay busy!  I`m Awesome (and sober...dang)! How are you??,!  I`m Awesome,positive
17820,f04fe3fa27,got an ear infection...man that **** hurts!,man that **** hurts!,negative
17823,706649a51a, So you`re gonna make me go alllll the way to the store??? LOL  I have to find one...I`ll Google.  Thanks.    LOL,.  Thank,positive
17833,eb78ba16d5, so you should. You`re a fantastic actor it`s about time you got some recognition for it.,. You`re a fantastic actor,positive
17848,93b9059afe,feels ****! and feet are aching  need my beeeeeddddddd!!!,feels ****! an,negative
17857,1c1f3724db,"  ha ha, and what game is that? i like games",? i like,positive
17858,345c8902ea," ok cause the one  S orange is still open. Whew, you just scared me. Sorry the one by you closed",t scared,negative
17865,68cc543468, I`m sorry about your car. I feel for you...,I`m sorry about your car. I feel for you..,negative
17867,575e8b6cbd," awww  I know you never will, I`m so thankful I can count on you, love ya boo",", I`m so thankful I can count on you, love ya boo",positive
17876,2dba74fe3c, You`re such a sappy little fellow!  Thanks for all the well wishes. I`ll need them. After today I have one more exam.,Thanks for all the well wishes,positive
17887,578d6c1bfe," My friend Cliff has the tix, so I have to wait on him   Or you can ask trent to just let me in.  You  know, over all else >.>.","My friend Cliff has the tix, so I have to wait on him   Or you can ask trent to just let me in.  You  know, over all else >.",neutral
17893,e1cf6a99a1," since I`m reading the Twilight series and watching Underworld today, I gotta say...perfect pic for my day",.perfect,positive
17909,db60576b3b," Well, all I can do, is pray for you.....",", is pray for you....",positive
17924,fe2236d866,love for vintage books...old books shopping this morning,love for vintage books..,positive
17926,e06bc00a87, lol very much appreciated!!!  so excited!!!,appreciated!,positive
17945,63fd0bc986,its 35 now.   ilycecily <3,ts 35 now.   ilycecily <3,positive
17971,9bc88bd949,Is fighting a horrid headache with a large Vanilla Iced Coffee.,horrid headache wi,negative
17977,d3c5e838e2,"TGIF, too bad the weather sucks...",too bad the weather sucks..,negative
17986,aa5fa36e1d, not cool.   Hope you feel better. I went up there for breakfast buy you were gone.,not cool.   Hope you feel bette,neutral
17990,03fde76ca1,...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!,! I Think I Re-Ripped something !!! Yeah THAT !!,negative
17991,f359618ee2,"Messed on these   But I`m makin` it right! , ,  Best Holy Day wishes to you all!",",  Best Holy Day wishes to you all",positive
17992,5a77e2b2d6, I GOT IT! i hope i get off of work in time for UP   want my job?,I GOT IT! i hope i get off of work in time for UP   want my job,neutral
17998,f280a72e80, Hey never realized that you also get a Twitter account.  Your guides are truly many times a lifesaver to me.,Your guides are truly many times a lifesaver to me,positive
18003,f00076628b, Your welcome hun!    They are all amazing people - make sure to say hello to them!,!    They are all amazing peopl,positive
18011,dd638181f9, yea.. I will    haha,yea.. I will    ha,neutral
18042,171334d37d, too short as usual...  but was awesome,t was awesome,positive
18046,d876e12b5d,on my way to my dad`s with my sistas..  r.i.p. Deb..,.  r.i.p.,negative
18052,b4024682ca,"  hope you guys are having fun!  Can`t wait for ya`ll to be back, Wilmy isn`t the same without you",g fun,positive
18077,820645d39b," hi again, sorry was going to pass on your email to my assistant (Rel and Soc) and lost it. dm it to me, pls?",", sorry",negative
18086,4b0a1d060d,..dat dude look crazy w/ dat hair on his face lmao ..stop it!! ..the old wrestlers went to TNA  thanks Vince ..these dudes are clowns lol,.these dudes are clowns,negative
18091,840cb11d53, Done some book signings in Manchester. Nice people up there. Enjoy the week.,. Nice people up there.,positive
18099,d6809c8848,"Awh, its the last day of the tour  I`ll miss hangin w/ and Children 18:3. Soooo...let`s make it an awesome nite in OK!!",.let`s make it an awesome nite,positive
18103,5515e8165b, awww  ok lol hopefully by than im still here and not back over in the states,l hopefully,positive
18123,26ff75490f, aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!,r -_- apparently it needed break from U huh!,negative
18128,a34d594f42,: just had my debut on Thursday @ The Gallery Lounge! It was fun... can`t wait to do the next one!!,fun..,positive
18131,6ea1335af4,ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body,its really hard to concentrate rite now,negative
18139,3f2e58d04b, Did you get to meet Ace Frehley?  Love his guitar playing.  Not sure how coherent a speaker he might/might not be.,Did you get to meet Ace Frehley?  Love his guitar playing.  Not sure how coherent a speaker he might/might not be,neutral
18142,fefc0ed9f0, wow.???? ??????,wow.,neutral
18153,09162e0abc," Ahh.  ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also",s hoping,positive
18165,7279ef52d3,_intruder well said...please take him off my hands..i can`t cope !!!! Set that fox on him,i can`t cope,negative
18167,ae702e3f32, Hey lovely.. hope you had a good day  Thanks for an awsome night and teaching me how to put together a tie...hahaha,lovely.,positive
18173,14caae56d8,_1   is leavin bc of racists *starts cryin*,s cryin,negative
18181,dea8c68755,Okay...So I have an AIM account now...Send me ur S/N`s on there so I can add u...Thx!,Thx!,positive
18206,aa15529894, why you never answer me..  wath i say to you,why you never answer me.,negative
18226,42b4c0e6a4,Very bummed I can`t go to the  open house today.   DD and I woke up with a stomach bug.  Blech.  Y`all have fun!,Very bummed I can`t go to the  open house today.   DD and I woke up with a stomach bug.  Blech.  Y`all have fu,neutral
18252,daa811318a,On my way home n having 2 deal w underage girls drinking gin on da bus while talking bout keggers......**** i feel old,**** i feel old,negative
18263,f9a8dea902,Tired. About to climb into bed and fall asleep. I hope this weekend will be fun... I only have a couple of weeks left,fun..,positive
18265,ce54016d40," thanks for trying   I was hoping Bud Trillin, but the Fest would be honored by any of the guests with whom you hobnobbed.","thanks for trying   I was hoping Bud Trillin, but the Fest would be honored by any of the guests with whom you hobnobbed",positive
18276,25f5cd0c17," Awww  that`s no fun, did you take something?",s no fun,negative
18277,80cea4864e,"I feel like ive done the London marathon, I ach all over",ach al,negative
18284,133c114621, sexxxxxxxy  I had a silly weekend with my bff =P Fun times! Haha,P Fun,positive
18314,842b557aab,"If any one is looking for  he is now at   (And if you don`t know him yet, follow him anyways, good guy)","s, good gu",positive
18319,c021952637, right on!  i`m 29 myself... i turn 30 in october. i think that pretty much makes us awesome,s awesome,positive
18327,8b7c0322a2, aww  that`s horrible! xD,s horrible,negative
18330,752814dbb0,Watchin Hollyoaks...poor Justin!,poor,negative
